service_name,company_name,service_id,consumerIdentification,orientation,patter_regular,ejemplo
Multas Pago Parcial,Ministerio de Energía y Minas,63D54592-C0CC-415F-BF39-AA58456538EB,RUC o DNI,,,
Multas,Ministerio de Energía y Minas,879A49A5-6C89-45C3-BC27-9CE2FF1D51F2,RUC o DNI,,,
Pago Cuota,Mifondo EAFC SAC,F3DFDB51-B402-4CEC-8099-063F9D05EC5D,Nro. de Contrato,,,
Cobranza Soles,Micasita - Vivela,19638cb2-c84c-40f3-8bc1-4c070fbe057e,DNI,,,
Cuota Préstamo Soles,Mibanco,46cd448f-c9fc-4dc8-9220-5c0b745151bf,DNI,"Puedes pagar hasta S/.3,000 en esta empresa.",,
Pensión Escolar ,Mi Pequeño Universo San Borja ,2844b4aa-6ada-4448-bd86-c3b32b994d05,Cod. Alumno,La mayoría de códigos de alumno tienen 10 dígitos.<br>Por ejemplo: 2024020011,,
Mi Fibra,Mi Fibra,D6489CDD-C15A-459F-B16F-9DB79228E0CF,DNI - RUC,,,
Cobranza Soles,MG Digital,398D888B-40E7-4A13-B840-7A4531C6091F,Nro. de DNI o RUC o Proforma,,,
Mantenimiento,MG Administracion SAC,ad62cfc8-fdb6-4053-a93d-01e5ba70b508,Nro. de Tienda,Por ejemplo: SS109 / SS086,,
Mantenimiento,MG Admin SAC,0C275166-34B0-4F91-B500-45D0310DC544,Nro. de Departamento,,,
Venta de Mercadería,Merkao,EBB02542-3B2D-45CC-9331-E25DC4CE03D4,RUC o DNI o CE,,,
Merite Préstamos,Merite,7cd4587e-f53a-4bc6-a95f-4373e512ec39,DNI,,,
Servicios Locales,Mercator Perú,8788f24e-7c7f-4d15-a0f9-e8db5577fcbc,Nro. de Servicio,,,
Sobreestadía,Mercator Perú,64b3b2e0-3b02-4877-b6c2-4b00d8cc60cb,Nro. de Servicio,,,
Recaudación,Menorca Inversiones SAC,34def53f-bb5e-4a5c-a017-3d0fcdafc719,Nro. de Contrato,,,
Cobranza SAC2,Menorca Inversiones SAC,1FA606B3-1CEE-4A36-84A1-20CD48E9366F,Nro. de Contrato,,,
Edificio Mendiburo,MENDIBURO - NEXO,9ed49117-4004-46fb-8dbe-f1ed6a756d7f,Nro. de Departamento,,,
Recarga,MegaPunto,57f6a015-e9ea-409e-acb7-caecdbf648c7,Cod. Cliente,,,
Mante o Fondo Prom Soles,Megaplaza Norte,c89b928c-55f9-4ad1-8687-50edef954474,Nro. de RUC de Locatorio,,,
Pagos Soles,Megaplaza Jaen ,bb04376a-b69b-4ccc-9b43-02834ac8d5d8,RUC del Locatorio,,,
Pagos Soles,Megaplaza Chimbote,060fe4b2-b76d-4065-bcd2-4aba1c8dd78b,RUC Locatorio,,,
Soles,Mega Gas,443133cc-ef8e-4288-acdc-3253ad3ce02f,Nro. de RUC o DNI,,,
Cobranza Soles,Maxpro,E6542A36-878B-4BD2-8B99-9F6B1D78577C,DNI,,,
Cobranza Soles,MASISAC,dfd78a9b-96e8-4d43-9996-ebd7c800aaed,Ruc o Dni depositante,,,
Mantenimiento,Mariscal Castilla-Enlace,12dee498-8aeb-486a-9040-4b8da70d3b37,Codigo de Identificación,,,
Pago Varios,Maria Dolores,1ba9a9fb-b6f0-4a21-9a33-bbf11d1014e5,RUC o DNI,,,
Pensión Escolar ,Maria de los Angeles San Borja ,e4d08d72-5cc9-477e-9758-6b5477e2a482,Cod. Alumno,La mayoría de códigos de alumno tienen el siguiente formato: <b>2025110002</b>,,
Pensión Escolar ,Maria de los Angeles Monterrico,5d879776-14c8-42b0-92b5-c3823dfed755,Cod. Alumno,La mayoría de códigos de alumno tienen 10 dígitos.<br>Por ejemplo: 2018110013,,
Vehículo - Repuestos - Servicios - Soles,Maqsigma SAC,b81c3134-25fc-4255-8efc-161c1bd26a0f,RUC o DNI,,,
Vehículo - Repuestos - Servicios - Soles,Maqgama SAC,29994ce4-7374-4db7-b47e-e9e304883e79,RUC - DNI -  Carnet de Extranjería - Código Interno,,,
Vehículo - Repuestos - Servicios - Soles,Maqdelta SAC,82eace57-8dc3-4e1f-b0d1-f0f7eb1bd169,RUC O DNI,,,
Servicios en Soles,MAQCYP SAC,574fafc7-95ed-4c15-9c91-9acb7aecc58d,Nro. de DNI-RUC-CE-Código de Cliente,,,
Vehículo - Repuestos - Servicios - Soles,Maqbeta SAC,d9bcd8a8-fb9d-47b3-94f7-eeec492de520,RUC - DNI -  Carnet de Extranjería - Código Interno,,,
Vehículo - Repuestos - Servicios - Soles,Maqalfa SAC,fc9ed27c-20fa-469c-b30e-d1deb3420967,RUC - DNI -  Carnet de Extranjería - Código Interno,,,
Mapfre Abonos,Mapfre,BB84A327-3AA8-4524-A546-D18AB38D54CD,DNI,,,
Recaudación Soles,Mapfre,F7AB08AC-D401-4345-AD13-60D3500D383A,DNI - RUC - CE,,,
Pago Soles,Mannucci Motors SAC,c1d6da3b-7493-4e44-a8ea-cc0d7fc3f61b,RUC o DNI o Código Interno,,,
Pago Soles,Mannucci Diesel SAC,e92a9694-7d5a-42a2-a7cb-6f3de0d5463e,RUC o DNI o Código Interno,,,
Pagos Soles,Mannucci Cajamarca SAC,c1088aec-c0ec-4cda-8ff3-7278749c6e44,RUC o DNI o Código Interno,,,
Edificio Aliaga Garden,Magdalena Nexo Gestion Inmobiliaria,873E65C2-EFAE-440F-9EB0-68FF2CDB7616,Código de Pago,El código de pago tiene el siguiente formato: <br>ALG1109</b> / <b>ALG209</b>,,
MAF Perú Cuotas Soles,MAF Perú,b125a49c-200b-4635-86f1-24a09990f03b,"RUC, DNI o CE",,,
MAF Perú Varios Soles,MAF Perú,132c92e3-8410-4624-bfdb-185bd3c0698d,DNI o RUC,,,
Cuota,MAF Perú,0cb9e5cc-6530-4176-8cd0-5ff5ffe0da67,DNI o RUC,,,
Pago Servicios Soles,Maersk Logistics y Services Perú SA,c3fadf66-8f44-41e8-8ab7-03f44198b48f,CODIGO DE TRANSACCION,,,
Recibo de Luz,Luz del Sur,56B95BF4-E97B-4D12-A9B3-EBCD1600BBF1,Nro. de Suministro,"Escribe los 7 dígitos de tu número de Suministro. Encuéntralo en la esquina derecha superior (amarillo) o llamando al canal de atención de LUZ DEL SUR, al (01) 617-5000.",,
Cuenta Recaudadora Soles,Lubal Lubric De Altura,5064a444-8ff7-4073-b43e-bbc124826366,Nro. de Documento,,,
01 SPF Gestores,LP Vida SPF,a129f26f-8991-4f57-badb-32035a0ea727,DNI o RUC,,,
Prepagos Soles,Los Portales,267fade3-4c90-4d53-8524-7b7997e11f9d,"DNI, RUC, CE o Pasaporte",,,
Cobranza de Letras Soles,Los Portales,d239d6a5-8b7d-4d16-9d3a-c50eaebab826,"DNI, RUC, CE o Pasaporte",,,
Iniciales Soles,Los Portales,27BE64F9-EB85-4334-A4B0-897EF708F9E8,"DNI, RUC, CE o Pasaporte",,,
Letras Soles,Los Laureles de Manchay ,298192D0-EE22-400A-BBF3-E36707E40572,Nro. de Contrato,Por ejemplo: LM0051 / LM0050,,
Lonccos y Ccal,Lonccos y Ccal,0C6AFE04-D617-4EDD-A8A5-BB5BABBCC593,Cod. Cliente,,,
Pagos Varios Soles,Logistica Tech SAC,9488505d-f738-4e13-8bed-8ce31149d114,Código Provincia,Los códigos tienen el siguiente formato: <b>U1694</b> / <b>U2925</b>,,
Cuota Mantenimiento,Llano Zapata - Enlaces,cd5d9c7a-0937-468f-9a1c-a89a11ca76f1,Llano y Nro de Dpto,,,
Cobranzas,Lizzo,6AF4F86C-1835-44D5-B274-FCF25476AD26,DNI del Depositante,,,
Recaudo,Lizigo SAC,d29ea03b-c965-418d-95d4-67aea1aa12f1,DNI,,,
Recaudo Soles,Lizigo,2b42483a-fdae-413c-985d-36ac13ce13dd,DNI,,,
Pago en Cuotas,Livva,eeb2ca30-3ed2-4464-a406-2660af473797,DNI Depositante,,,
Pago Abierto,Livva,c9fa5f53-7582-47c7-9f6d-994bae1d2c57,Nro. de RUC o DNI o CE,,,
Edificio Live,Lince Nexo Gestion Inmobiliaria,794ca651-8924-445b-b61b-c50b7e7462ce,Nro. de Departamento,Por ejemplo: B305 / A102,,
Servicios Educativos,Lima Villa College,58ac281a-5f2e-4953-b755-1c015f72bc70,Código de Estudiante,,,
Pagos Administrativos,Lima Villa College,CD490D3C-F75C-4DA1-8481-A204D7B993A3,Código de Estudiante,,,
Lima Marina Club Soles,Lima Marina Club,1aeff051-1824-4a55-afd3-5220964f8b4e,DNI,,,
Cobranzas Parcial,Lima Gas,06c83a03-49ef-45d2-8f43-bfbd8d024b3f,Nro. de Documento,El número de documento tiene 6 dígitos. NO debes ingresar tu DNI,,
Cobranzas Total,Lima Gas,6797a0aa-a4d4-4fe6-b34c-e529da513411,Nro. de Documento,El número de documento tiene 6 dígitos. NO debes ingresar tu DNI,,
Recaudación Soles,Liderman Servicios,1A6E3AF4-CE7D-4B13-B2EA-5DCFEDE28252,PLAYA ESTACIONAMIENTO,,,
Lider SRL,Lider SRL,E62F96A7-D390-498B-9388-33EEAE0F5615,DNI,,,
Deuda Leonisa,Leonisa,1e764696-fa88-4df9-b06e-1d183366d3e4,DNI o Doc Ident,,,
Crédito Soles,León XIII,6E341CF1-29F1-4545-A939-1283C7588EFC,DNI,,,
Lakasa Perú,Lakasa Peru,e73a893a-3f5e-4fc2-ab0c-909f9bc7ce3a,DNI o RUC,,,
Cuota de Mantenimiento,La Quebrada,a70d126f-6508-498a-b01b-ca4bd710b1da,Código de Depósito,El código comienza con 63 y tiene 5 caracteres. <br>Por ejemplo: 63492,,
Autos - Asist.Med - Seg. Generales,La Positiva Dólares,c4144e60-4618-4818-ab62-e35e2091e03f,DNI o RUC - Nombre o Razon Social,,,
Seguro de Vída - SCTR Pensión-Vida Ley,La Positiva Dólares,9fa2a540-e1db-445f-adcc-3325697e4e49,Nro. de DNI-RUC-CE,,,
Seg.Vida-SCTR Pensión-Vida Ley,La Positiva,58308cc5-c9ab-4e8f-8edf-de1a4ba62536,DNI - RUC - CE,,,
SCTR Salud-EPS,La Positiva,2091f0c6-a910-4267-be12-8c63c0d5801d,DNI - RUC - CE,,,
Autos-Asist.Med-Seg.Generales,La Positiva,496cdcbd-7301-4786-88fd-626dee7db3c1,DNI - RUC,,,
Planillas Automáticas SOAT,La Positiva,6e355107-934a-4a47-a293-2ddedd97bb51,Número de Planilla,El número de planilla contiene números y letras.<br><br>Ejemplos: x5v770 / z6j917,,
Idiomas - Cuotas,La Pontificia,759CFC8B-DCB3-4FBF-9C57-1ED0E5A7E9F9,DNI del Estudiante,,,
ILP Andahuaylas - Cuotas,La Pontificia,693e5368-05be-4a59-89ee-6ab247d49969,DNI del Estudiante,,,
ILP Ayacucho - Otros Pagos,La Pontificia,84B87F22-4178-4473-A5DF-A4B56CF9817D,DNI del Estudiante,,,
Educ. Continua - Cuotas,La Pontificia,C523692A-6F7E-42DC-B7CA-E62DE4120487,DNI del Estudiante,,,
ELP - Cuotas,La Pontificia,b38853f0-e106-43c9-9d74-c3b9c44f8bc6,DNI del Estudiante,,,
ILP Andahuaylas - Otros Pagos,La Pontificia,72763438-9C8A-4166-8923-C058149FA66E,DNI del Estudiante,,,
ILP Ayacucho- Cuotas,La Pontificia,e36825df-ef23-4d35-bdfd-d111b862bb47,DNI del Estudiante,,,
Cobranza de Letras Soles,La Gloria Propiedades SA,e91e0e1e-93e8-4c78-b16f-f7a455d81c7d,Nro. de DNI seguido de Manzana y Nro. de Lote,,,
Cobranza Soles,La Fiduciaria SA,f17b75b0-c46e-4ee2-8aa0-9d3869b5244b,Nro. de Comprobante,,,
LCA Surco Soles,La Casa Amarilla ,0dc74ac6-0673-4c62-aa04-b0ed7cf06281,Apellido y Nombre,,,
LCA Jesús María Soles,La Casa Amarilla ,19d5cc6b-892b-43e5-99b0-ec1b14044a52,Apellido y Nombre,,,
LCA La Paz Soles,La Casa Amarilla ,fb8d9e37-c38b-4e39-9653-818e092c83a5,Apellido y Nombre,,,
LCA Miraflores Soles,La Casa Amarilla ,0b3ce202-b813-44d1-a2c1-1eec298f50f7,Apellido y Nombre,,,
LCA San Miguel Soles,La Casa Amarilla ,375dc6d4-b1c1-4025-97ab-94d282f90ebf,Cod. Alumno,,,
Huevos,La Calera,a3460334-da62-48b5-a120-0fbb337d169d,DNI,,,
Guanos,La Calera,56b262e5-448e-42a5-aace-de354f68a511,DNI,,,
Gallinas,La Calera,5f00662f-566d-4053-becb-b3e716c13800,DNI,,,
Cuenta Recaudadora Soles,Líder Ingeniería y Construcción SAC,49D81641-BD31-4E1B-9FE9-90029C6CAE3B,Nro. de DNI o RUC del Depositante ,,,
Cupón de Pago Soles,Kushki Perú,F9C3EDFF-2421-45FB-BA1D-4E3BF7795CBE,Pagos Referenciados - Productos Transfer,El código tiene 9 dígitos. <br>Por ejemplo: 487959498,,
Recaudo Komodo,Komodo,2319d421-f40b-4440-b1aa-6a8c867357a5,DNI del Cliente,,,
Pensiones,Kinder Explorando,9fa5dcee-7c8b-489e-aeb9-375ef666a12d,DNI,Colocar DNI del alumno,,
Copago,Keralty Salud,5D31E321-494F-4C5C-8455-CED26510BA9F,DNI,,,
Recargas Kasnet,KasNet,4925E98C-DE90-4C99-B365-E838A769F241,Código de Agente,El código de agente tiene 8 dígitos.<br>Por ejemplo: 45610201,,
Kashio Peru Soles,Kashio,d84f864a-ea5c-4252-bb05-8a736267e1a5,Código de Pago,Ingresa todo el Código de Pago que aparece en la orden de pago mostrada al elegir Kashio como tu método de pago. El código es temporal.,,
Kashio Perú,Kashio,90f50864-0ea4-4bc2-b272-874d5808f724,Código de Pago,,,
Pagos Secretaria,Juventud Zarate,37ede358-4da1-4193-af48-30abb137b49d,Cod. Alumno,,,
Pagos Secretaría,Juventud Consorcio,c07ad043-0deb-42c0-870d-6ef6070cf193,Cod. Alumno,,,
Pagos Secretaria,Juventud Camana,07b9e790-fef0-4e46-ae74-b65b64b2f7bb,Cod. Alumno,El código de alumno puede tener entre 9 a 11 dígitos.<br><b>Por ejemplo:<b>VA25VPD5047<b>TARDE0031<br>P25SPSIC078,,
Cuota Mantenimiento y Letras,Junta de Propietarios CC Cyber Plaza,7f968921-b008-468c-9e4b-e9fb17ac81eb,Unidad Inmobiliaria,,,
Pagos Varios,Junta de Propietarios CC Cyber Plaza,7f2142ed-b098-43d5-b879-3dd51f84a131,Nro. de Tienda,,,
Cuota de Mantenimiento Soles,Junta de Propietarios  del Centro Industrial La Chutana,91dd3074-c87d-40f4-b121-05139801a4d4,MZ Lote,,,
Cobranzas Totales,JS Market Solutions,6261EEFF-4157-4F9B-A975-7CD57F0D1C40,DNI o RUC,,,
JRC Distribuidor EIRL,JRC Distribuidor EIRL,0CA5C8BC-15C2-4B3A-965D-6C710E10FEB1,Ruc o Dni,,,
Cable - Internet,Jr Telecom,e44cc73d-ca98-4a4c-b18a-aca6ea80b2cd,DNI o RUC,,,
Cuota de Gastos Comunes,JP Centro Comercial Gama MP,DAB1FA7E-B0ED-4F6D-B6A7-591E58E90F46,Código de Depósito,,,
Cuota MN,Joya Vacation Club,4c9c9ee1-c6c1-4ab4-8473-613e636c9ac4,Código de Afiliado,La mayoría de códigos de afiliado tienen 8 dígitos.<br>Por ejemplo: 71746850,,
Pensiones,John Andrews Adv,0b43e092-9c32-4109-9c14-fafd844ce933,Cod. Alumno,"El código comienza con la letra A, seguido de 8 dígitos. <br>Por ejemplo: A81176595",,
Cuotas Ordinarias Cobranza Soles,Jockey Club del Perú,ac6a83cb-542e-4ab5-a1f5-07177f4ba74c,Código de Socio,,,
Jockey Socios - Soles,Jockey Club del Perú,bc03dbd0-1cb3-4dbc-b669-a77f70b7839d,Código de Socio,,,
Cuotas Ordinarias Socios Soles,Jockey Cl.Pat.Fid Ds93,583cfb5c-ddac-40fb-a23a-fb6686fd0729,Código de Socio,,,
Cobranza,JMORAN,92A335C8-72AF-4A22-85AA-AE76A8E6D911,Código de Cliente,,,
Servicios Dólares,JM Logistic Premium,8F86B828-D807-447F-8365-A418A8B9726E,RUC,,,
Edificio San Felipe ,Jesus Maria Nexo Gestion Inmobiliaria,bbb8be64-535e-4ef9-99b9-5995d7aaa8db,Nro. de Departamento,,,
Pensiones,Jesús Nazareth Adv,b67c3850-8862-4490-bdcc-a72a3d8aca11,Cod. Alumno,El código de alumno tiene letras y números.<br>Por ejemplo: A81912551,,
JCH Comercial,JCH Comercial,8AC5AE64-578B-4A0E-AA93-BA06DBEEF3B1,DNI o Ruc,,,
Pago Cuota,Jardines De Trujillo,782a4271-2c80-4df2-b24c-5c48377faa2f,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: <b>48733606</b>,,
Cuota Mensual Soles,Jardines de Lurin SA,78db1d48-544d-4a54-a11b-3a675f3eda29,Cod. Cliente,,,
Pago Inicial - Soles,Jardines de la Paz,0d380daa-a282-4487-ade8-83e20ca73d61,Nro. de Contrato,,,
CUA - Soles,Jardines de la Paz,bf4db5f3-7ec1-4604-b514-80e130b4d275,Nro. de Contrato,,,
CUA,Jardines de la Paz,a92d9621-afdb-47ec-bc02-3c953c061682,Nro. de Contrato,,,
Cuota Mensual Soles,Jardines de la Paz,ef29ec16-a21a-44b0-9d03-30b804586901,Nro. de Contrato,,,
Cuota,Jardin de Arequipa,32dd0e40-30cb-4c3b-ae98-24c898e6498b,DNI del Cliente,,,
Trujillo - Soles,J&V Alarmas,bc44ed47-0cdd-4ed7-9440-6ade0883639c,Código de Usuario,,,
Servicio Técnico Soles,J&V Alarmas,bd360282-008e-4456-b7a8-ec7ac33531fd,DNI o RUC,,,
Monitoreo,J&V Alarmas,6e4194df-0f3c-4a1b-906d-5b3d90af5d9d,Código de Abonado,,,
Monitoreo - Soles,J&V Alarmas,b1989ab9-7d0e-40f5-b3ed-a1d2daaa2d33,Código de Abonado,El código de abonado puede contener letras y números.<br><br>Aquí algunos ejemplos: 7086 / G527 / A1002,,
Inv. San Borja Soles,Inversiones San Borja,1f87333b-8c9c-4766-a831-7df7b9d987ca,Nro. de RUC o DNI del Cliente,,,
Renovaciones,Inversiones La Cruz,e15b3236-9474-4144-a3a8-9239dcbefd05,Nro. de Contrato,Ingresa los 14 dígitos de tu número de contrato.<br>Por ejemplo: C5010000001521,,
Pago de Cuota,Inversiones La Cruz,0293f14f-084d-49b8-9844-18493ebfdc95,Nro. de Contrato,Ingresa los 14 dígitos de tu número de contrato.<br>Por ejemplo: C5010000001521,,
Pago de Servicios Soles,Inversiones El Pino,5187b6df-adf1-4485-a29d-98d4e2dcea0a,DNI O RUC,,,
Letras,Inversiones El Pino,491d434d-c422-4bdd-89e5-a7feb1b20131,Nro. de Contrato,,,
Centenario Cuotas Soles,Inversiones Centenario,d4c156af-d354-49ae-abc5-56d600fdbfca,DNI,,,
Internet,Inventa,53b21499-2887-4313-865a-0a6b4c58b8e8,DNI o RUC,,,
Pensiones,Intur Perú,B18CFCBE-1041-4FD7-948F-E9C4B0F4901A,GD y DNI,Debes ingresar tu DNI acompañado del código GD.<br>Por ejemplo: GD70233350,,
Intichaysac,Intichaysac,171178D5-6A9F-4221-9BDC-45A98509E275,Cod. Cliente,,,
Pago Poliza Soles,Interseguro,87c1e015-47de-4d3e-a966-69b65174cd62,"Nro. Poliza, DNI, RUC",Ejemplos de número de póliza: x5p705 / x4a782,,
Recaudación Cobranza Soles,International Camiones del Perú SA,d6415d88-34fe-4a3f-883f-72ecf5cae031,Nro. de DNI o RUC del Depositante ,,,
Cobro Cuotas,Integra Retail SAC,77ba0696-7570-4417-b8a6-efdd6daf75a0,DNI o RUC,,,
Cunza,Insuma,9D1538BE-E35A-4014-802A-8E9E77079ACB,DNI o RUC o Cód. Cliente,,,
Pensiones,Instituto Tecnico Profesional,2cf1067d-3105-401b-b32c-1df076e749f0,DNI Alumno,,,
ISIL REC,Instituto Superior San Ignacio de Loyola,97E37DE3-A516-4E35-94FF-323103CF7A75,DNI o Pasaporte o CE,,,
Puente Piedra - Pensiones,Instituto Sise,e69093b3-aa3b-44ff-b0fb-0fa060cded6c,Cod. Alumno,,,
San Miguel - Pensiones,Instituto Sise,20cd7b20-a322-48fb-a456-68fc8848555e,Cod. Alumno,Ingresa tu código de alumno en mayúsculas.<br>Por ejemplo: U00034984,,
Comas - Pensiones,Instituto Sise,79331b53-5c5b-4fba-a1d9-6b522c9bbcae,Cod. Alumno,Ingresa tu código de alumno en mayúsculas.<br>Por ejemplo: U00035987,,
Cuota,Instituto peruano del Esparrago y Hortalizas,2ba606b9-5956-40ef-9bfa-92e703462d44,DNI o RUC,,,
Préstamos Soles,Instituto Peruano de Fomento Educativo ,58d4250e-0a42-4a05-84ac-12dd7d83702d,Código de Prestamo,La mayoría de códigos de préstamo tienen 6 dígitos.<br>Por ejemplo: 011938,,
Cuota de Ensenanza,Instituto Master System,27187ba9-e190-4369-bdcd-33b76b476a06,DNI,,,
Pensiones Gallia,Instituto Gallia,88caf1f3-40b2-4a80-b7d9-9955b27d1837,Cod. Alumno,El código de alumno tiene 10 dígitos.<br>Por ejemplo: 20222AC154,,
Instituto Educa EESPP Crea,Instituto Educa,9cabbbab-95e5-43fe-b7eb-9fb80428ae26,DNI,,,
Pensiones ISUR,Instituto del Sur,dbb7d8b9-ff89-484b-b4da-3da3672b1c33,DNI,,,
Pagos Soles,Instituto de Seguridad Minera,4F0C41C2-4934-4DC2-B359-695A794A4971,Código de Cliente - RUC o DNI,,,
Cobranza,Instituto de Innovadores,7899286C-7432-4DC4-9569-3C772DB78305,DNI Estudiante,,,
Instituto Asociados Soles,Instituto de Ingenieros de Minas del Perú,2ff090bf-bb5b-4fc5-94a3-f2fd824361b5,Código de Depositante,La mayoría de códigos de depositante tienen 8 dígitos.,,
Matrícula Pensión,Instituto Cultural Peruano Norteamericano,ed532cac-7c5c-48de-b700-d3042a5b84d5,DNI,"Ingresa sólo los 8 dígitos de tu DNI.<br>Puedes pagar hasta S/.3,000 en esta empresa.",,
Pensiones,Instituto Continental,cd002143-9d04-45a0-891e-fe74d9febea3,Cod. Alumno,El código de alumno puede contener números y letras.<br>Por ejemplo: U22331968 / i1119897,,
Trámites Académicos,Instituto Carrión,13fd1beb-3cdb-4b3c-a0d8-926664bd67ee,Cod. Alumno,"Puedes pagar hasta S/.3,000 en esta empresa.",,
Pensiones,Instituto Carrión,020eb08d-ee4e-4fa6-bdc0-52058983846e,Cod. Alumno,"El código de alumno puede contener números y letras.<br>Por ejemplo: c17ar02288 / W2007A2756 <br><br>Puedes pagar hasta S/.3,000 en esta empresa.",,
Pensiones,Institución Tecnologica de la Amazonía,2ab2bdfb-704a-4198-94a8-e85133cb1f51,Cod. Alumno,<El código de alumno tiene 8 dígitos.<br>Por ejemplo: 48797862,,
Inmuebles Limatambo Soles,Inmuebles Limatambo,e30c24fd-1174-4a8f-bd10-1e959e106bb4,Nro. de RUC o DNI del Cliente,,,
Pagos Varios,Inmobiliaria Vasco Nuñez,AB53F487-5987-4AB7-BA52-25B72F567024,"Nro. de DNI, RUC o CE",,,
Pagos Varios Soles,Inmobiliaria Vasco Nuñez,9B0D0FE6-BF32-4BAF-B3AF-C9B540A38A06,"Nro. de DNI, RUC, CE",,,
Pagos Varios Soles,Inmobiliaria Tovar SAC,4166F87E-34B5-4399-9F35-F269288EA5B5,"Nro. de DNI, RUC, CE",,,
Cobranza ISC,Inmobiliaria Swiss Capitals,2484b0b9-843f-4165-837f-b6e555034dd5,Código de Pago,El código tiene 4 letras mayúsculas seguidas de 5 números. <br>Por ejemplo: COGH24,,
Cobranza,Inmobiliaria SIG SAC,38533FF5-7B98-4711-B841-DB8D8FF57366,Nro. de Contrato,,,
Letra IMP,Inmobiliaria Miraflores Peru SAC,7fdbbf03-29f3-4e05-8099-7491b7e8f0d3,Código de Venta,El código de venta tiene 10 dígitos,,
Cobranza Pago Servicios,Inmobiliaria Masias,67421cbd-db30-4939-969d-47fad10a4967,DNI del Depositante,,,
Letras,Inmobiliaria Laredo,15F32EFC-AF41-4BA3-9057-5FDAE63FD5C5,DNI o RUC,,,
Coworking,Inmobiliaria La Fundadora SAC,20090168-191B-4D03-87FD-85745030332C,C Y DOI-C y RUC,,,
Pagos Soles,Inmobiliaria el Quinde,89d14921-db1a-4b1d-bb86-8443246db1f4,Nro. de RUC del Locatario,,,
Sobreestadía,Inmobiliaria El Pino,d2e22399-012a-4d6f-b6bf-7cd9f6f762cc,Nro. de Servicio,,,
Pagos de Letras Inmo,Inmobiliaria Constructora San Francisco,831a79bc-56cc-4455-b99b-0ea2d8671017,Nro. de DNI del Comprador,,,
Pagos de Letra,Inmobiliaria Constructora San Francisco,dc4bf0e1-61ad-4624-8199-78a1e71928af,DNI,,,
Pago de Letras,Inmobiliaria Constructora San Francisco,dfc4bedb-b2e7-48ce-8a76-e88c00962fbc,DNI,,,
Iquitos,Inlearning IPAE,2e6754f1-faac-4b89-a49d-3f4d8426840b,DNI o RUC,,,
Inlearning,Inlearning,165f7a3e-78f1-4653-afff-0612a92a32db,DNI o RUC,,,
Factura soles,Ingram Micro SAC,1b658b2a-b37e-4a85-86b1-5a08e2b5a891,Ruc o Dni o Documento ,,,
Facturas dolares,Ingram Micro SAC,8162873c-2409-470d-bb8e-fe980c313a08,Ruc o Dni o Documento ,,,
Nota de venta dolares,Ingram Micro SAC,e348a60a-f817-4f13-b163-f3d7d114f8a7,Ruc o Dni o Nota de Venta,,,
Nota de ventas soles,Ingram Micro SAC,063f97e2-fdc5-4b77-94d4-e5e512bd124e,Ruc o Dni o Nota de Venta,,,
Edificio Infinitum,INFINITUM - NEXO,f595f9ee-c9f1-4adf-9071-ed88aaf77692,Nro. de Departamento,,,
Varios Soles,Induamérica Servicios Logísticos ,52af7dff-596b-4777-aca9-57421793b68a,RUC o DNI,,,
Impemar Prov,Impemar Prov,3D0DE62B-F1EA-48BE-BCFB-135A8C4D77DE,Cod. Cliente,,,
Cuota,IMP Algarrobos SAC,c3fcb055-8478-44fe-9d25-67d0d43d12de,Lote y Apellido,,,
Cuota BLV,IMP Algarrobos SAC,99c2cd2c-8825-4aa1-8dcf-e5948ef39fe4,Lote,,,
Cuota,IMP Algarrobos SAC,c7c16a64-1281-4cda-8110-e5da4167819f,Lote,Por ejemplo: <b>P09 / G114 / C17</b>,,
Ilender Peru,Ilender Peru,39014ea9-ae6b-4f68-a4eb-acd368316821,RUC,,,
Pensiones,IES Santa María,E6C31ED7-A4E8-45DE-8BFC-C6A4DEBCD306,DNI,,,
Pensiones,IEP San Pedro,f7bd99af-4512-499c-9599-21f75c328e8f,DNI,,,
Pensiones,IEP Prolog De Chincha,601348d5-68c3-48c6-916a-79316624f7f6,Cod. Alumno,El código de alumno tiene 8 dígitos y sólo contiene números.<br>Por ejemplo: 78798972,,
Pensiones,IEP Luzuriaga,9b1339c1-b2ee-49b8-8c69-9bc7cd81ea58,DNI,,,
IEP Henri La Fontaine,Iep Henri La Fontaine,ea3197af-1cb3-46be-ae9b-d94336b3a213,Código,La mayoría de códigos tienen 7 dígitos.<br>Por ejemplo: 2019007,,
Pensiones,IE Prolog De Chorrillos,67419a41-c0cf-48ed-9d92-001e84461655,Cod. Alumno,,,
Pensiones,IE Privada Prolog,bd349a73-8051-48ed-8554-a79049e0b3ef,Cod. Alumno,El código de alumno sólo debe tener números.<br>Por ejemplo: 78786169,,
IDAT,IDAT,3fe2682a-f7b6-4342-91c1-9bee2da5c7d4,DNI o RUC,,,
Pensiones,ICPNA Región Grau,a0c05281-d2aa-4cd3-bc46-26b7a9df3ffe,DNI Estudiante,,,
Pensión Matrícula Soles,ICPNA Región Centro,07473505-32d2-46db-9108-86b7aa588b1e,DNI,Sólo debes ingresar números. No ingreses letras para que puedas hacer tus pagos.,,
